id,title,content,source_url,major_category,middle_category,supplier_name,amount,currency,province,city,contact_name,email,phone_number,event_time,min_order,unit,supplier_address,created_at,updated_at
1,强森 冷挤压钢筋套筒 45号钢内外直螺纹建筑钢筋连接套筒 钢筋接头,产品特性：45#钢; 表面处理 抛光; 公称直径 37; 长度 62mm; 适用范围 建筑配件。,https://b2b.baidu.com/land?id=d0933c02cd2359412983d19f157b910110,手动工具,套筒,邯郸市强森紧固件制造有限公司,0.62,人民币:元,河北省,邯郸市,武云飞,1203110876@qq.com,13131027275,2025-07-22,1.0,件起,河北省邯郸市永年区飞宇螺丝大世界8排B19,2026-07-28 15:09:27,2026-08-04 11:02:28
9854,蔚来管业供应PVC排水管防尘帽 塑料堵帽 鱼竿堵头,产品特性：堵住PVC管; 加工定制 是; 材质 PVC; 型号 20-200; 产品 PVC管堵头 PVC堵帽。,https://b2b.baidu.com/land?id=a87300bb9557d0e6dc4d5d481652f66f10,塑料管,PVC管,沧州蔚来管业有限公司,0.28,人民币:元,河北省,沧州市,耿经理,czwlpipe@163.com,15132786188,2025-07-22,1.0,个,河北省沧州市孟村回族自治县孟村服务区北环工业区,2026-07-28 15:09:27,2026-08-04 11:02:28
9855,天成 管材耐压试验机 PPR PVC PE管通用 全自动运行 可存储,产品特性：支持加工定制 否; 电压 380V; 电源 380V; 功率 18000W; 精度 0.001。,https://b2b.baidu.com/land?id=a087cd7cf25f6adf94c90f37183c225110,塑料管,PVC管,泰安天成检测设备有限公司,2.80,人民币:元,山东省,泰安市,梁吉宁,79166053@qq.com,18605386838,2025-07-22,1.0,台,山东省泰安市岱岳区天成检测五龙山路3号,2026-07-28 15:09:27,2026-08-04 11:02:28
9856,clean PVC管材管件 纯水管材配件 内牙直接 黑色 禁油,产品特性：压力 1.6MpaMPa; 公称压力 1.6mPaMPa; 型号 PVC002; 颜色 深 灰 蓝; 原料 PE/PP/PVC。,https://b2b.baidu.com/land?id=811254d3f3823805a17d0b4b29aee38910,塑料管,PVC管,青岛中泰共聚新材料科技有限公司,18.00,人民币:元,山东省,青岛市,陈总,17615402699@qq.com,15054299346,2025-07-22,1.0,米,山东省青岛市胶州市云溪路株洲路交界处北路西100米,2026-07-28 15:09:27,2026-08-04 11:02:28
9857,履带式双工位牵引机 PVC塑料管材四爪 工业生产皮条胶条 辅助设备,产品特性：支持加工定制 是; 是否含有洗料机筒 是; 材质 钢; 电动机功率 1.5（KW）KW; 电压 380V。,https://b2b.baidu.com/land?id=f88ccc4e98ae56516edd20b78667773e10,塑料管,PVC管,张家港科勒斯机械有限公司,5000.00,人民币:元,江苏省,苏州市,王经理,1162682882@qq.com,13773258293,2025-07-22,1.0,台,江苏省苏州市张家港市乐余镇镇北路168号,2026-07-28 15:09:27,2026-08-04 11:02:28
9858,PVC-U给水管 建筑工程专用管 质量可靠 标准严格,产品特性：SAGO; 原料 聚氯乙烯; 壁厚 标准壁厚; 外观 颜色均匀; 连接方式 热熔连接,https://b2b.baidu.com/land?id=19e95867c0806bcd616443cdbaf3b36810,塑料管,PVC管,山东百世通塑胶制品有限公司,,人民币:元,,,,,,2025-07-22,,,,2026-07-28 15:09:27,2026-08-04 11:02:28
9859,壳乐斯 pvc保温管 u-pvc彩色外壳 安装简单 耐腐蚀 抗老化抗紫外线,产品特性：支持加工定制 是; 保温系统 适用各种保温工程; 产品种类 彩色非金属保温外保护壳; 芯材 特种PVC基材; 形态 板材，直管，弯头，三通，管帽。,https://b2b.baidu.com/land?id=8563025e2c2f5542f2aad4c951c7b65010,塑料管,PVC管,上海赛洛林工程材料科技有限公司,3.20,人民币:元,上海市,上海市,洪丽娟,honglijuan@sylolink.com,13601895535,2025-07-22,1.0,米,上海市浦东新区上海赛洛林工程材料科技有限公司康桥东路333号,2026-07-28 15:09:27,2026-08-04 11:02:28
9860,pe钢带波纹管 DN500排水增强管 dn300HDPE钢带管 同建管业,产品特性：10mm; 用途 排水排污; 颜色 黑色; 加工定制 是; 温度范围 60度。,https://b2b.baidu.com/land?id=1a989d6c4f8287668d5b4b6d0c2f47a210,塑料管,波纹管,保定同建塑料制品有限公司,9.00,人民币:元,河北省,保定市,钱经理,275494889@qq.com,19133231161,2025-07-22,6.0,米,河北省保定市雄县同建塑料制品有限公司河北省保定市雄县昝东村,2026-07-28 15:09:27,2026-08-04 11:02:28
9861,德迈 横向型 轴向型 补偿热膨胀 管道连接 法兰式波纹补偿器厂家,产品特性：温度 -196℃~+420℃; 外观颜色 银白色; 连接方式 法兰连接、焊接连接; 用途范围 化工，建筑，钢厂 冶金行业 石油、煤矿; 输送介质 水、油、有腐蚀的液体、气体。,https://b2b.baidu.com/land?id=a5b14b92c101a78f3f0b07a587d6a81e10,塑料管,波纹管,德迈橡塑（河北）有限公司,75.00,人民币:元,河北省,衡水市,孟经理,13103185832@126.com,13513088151,2025-07-22,1.0,件,河北省衡水市景县广川大街城西工业区,2026-07-28 15:09:27,2026-08-04 11:02:28
9862,强力 聚四氟乙烯波纹管 制药化工食品用 重量轻 木箱包装,产品特性：支持加工定制 是; 品名 聚四氟乙烯波纹管; 使用温度范围 300（℃）; 摩擦系数 0.1; 磨损量 0.1。,https://b2b.baidu.com/land?id=6b4b106b51e1ab87ca1bc92a2d7c44e810,塑料管,波纹管,河北强力橡塑制品有限公司,48.00,人民币:元,河北省,衡水市,孟令永,515264050@qq.com,18232909888,2025-07-22,1.0,件,河北省衡水市景县河北强力橡塑制品有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
9863,卡盘式金属软管 不锈钢金属软连接 耐高温高压 法兰波纹管 德明供应,产品特性：支持加工定制 是; 材质 不锈钢; 类型 金属软管; 外形分类 编织管; 特点 减震、耐高压、耐腐蚀。,https://b2b.baidu.com/land?id=fa63e4e328fc31ad2477cea76929eba410,塑料管,波纹管,衡水德明橡塑制品有限公司,29.00,人民币:元,河北省,衡水市,葛成成,2308017224@qq.com,15194805043,2025-07-22,1.0,米,河北省衡水市,2026-07-28 15:09:27,2026-08-04 11:02:28
9864,不锈钢金属软管 304材质钢丝编织法兰焊接管尺寸定制 柏鑫波纹管,产品特性：1-5; 管厚 5-10; 直径 15-600mm; 外形分类 波纹管; 连接方式 焊接/法兰连接。,https://b2b.baidu.com/land?id=9eaea4c2343f7ac1a065c48ef41ab8fc10,塑料管,波纹管,河北柏鑫波纹管有限公司,150.00,人民币:元,河北省,沧州市,李经理,hbdggjc@163.com,13832771891,2025-07-22,1.0,米,河北省沧州市东光县东光县博世机械制造有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
9865,不锈钢防爆法兰金属软管 卡盘式扳把式包塑金属波纹管 可按需定制,产品特性：支持加工定制 是; 规格 48mm; 外形分类 编织网; 壁厚 4mm; 用途范围 管道。,https://b2b.baidu.com/land?id=dc13428235a2b1c5b693d30b8745196210,塑料管,波纹管,盐山坤建智造管件厂,29.00,人民币:元,河北省,沧州市,翟静,80280317@qq.com,13613178737,2025-07-22,1.0,件,河北省沧州市盐山县盐山县付林工业区,2026-07-28 15:09:27,2026-08-04 11:02:28
9866,满足个性化设计 机场高铁站定制工程铝扣板 水波纹铝龙骨,产品特性：保温 防火 隔音; 用途 吊顶; 加工定制 是; 是否做涂面处理 是; 产地 河北,https://b2b.baidu.com/land?id=c0531ec089177cb4d7ae42bc5a32d9f410,塑料管,波纹管,晋州市拉发基龙骨厂,2.20,人民币:元,,,,,,2025-07-22,1.0,个,,2026-07-28 15:09:27,2026-08-04 11:02:28
9867,大才阀门 Y14H波纹管减压阀 不锈钢丝扣链接减压阀门,产品特性：进口 否; 数量 100 个; 公称直径 50cm; 类别 直通式; 接口形式 螺纹。,https://b2b.baidu.com/land?id=ead311348d24e5b32ac3cb54baf69b7f10,塑料管,波纹管,重庆大才阀门制造有限公司,600.00,人民币:元,重庆市,重庆市,郑经理,1140461998@qq.com,19112689108,2025-07-22,1.0,台,重庆市九龙坡区重庆大才阀门制造有限公司33栋B区129号,2026-07-28 15:09:27,2026-08-04 11:02:28
9868,同建HDPE315双壁波纹管 pe内黑排水管排污下水道雨水管200,产品特性：支持加工定制 否; 壁厚 3.5mm; 材质 高密度聚乙烯; 产品规格 315; 工作压力 0.4MPa。,https://b2b.baidu.com/land?id=2cf3532edbd66d9c480f928e723cd3dd10,塑料管,波纹管,河北同建塑料制品有限公司,14.00,人民币:元,河北省,沧州市,李经理,275494889@qq.com,13833095781,2025-07-22,1.0,米,河北省沧州市河间市东方村,2026-07-28 15:09:27,2026-08-04 11:02:28
9869,运驰 钢波纹涵管 镀锌金属波纹管 市政排水管道,产品特性：支持加工定制 是; 材质 Q235/Q355/Q345; 配送方式 物流、汽运; 发货地 黑龙江; 防腐工艺 热镀锌、喷涂沥青漆。,https://b2b.baidu.com/land?id=dd0e2e37083ce22c182cf11688a1ac2410,塑料管,波纹管,黑龙江运驰工程材料有限公司,350.00,人民币:元,黑龙江省,哈尔滨市,韩经理,372564926@qq.com,15104626535,2025-07-22,1.0,米,黑龙江省哈尔滨市道里区新乡村001,2026-07-28 15:09:27,2026-08-04 11:02:28
9870,汇哲喷淋金属软管 消防洒水管 不锈钢支架式波纹管,产品特性：支持加工定制 是; 是否进口 否; 安装方式 法兰连接; 包装规格 304、316; 保修期 3年。,https://b2b.baidu.com/land?id=c929dc3e6bacfe995d65581817868b9d10,塑料管,波纹管,河北汇哲液压流体有限公司,20.00,人民币:元,河北省,衡水市,吕铁健,272581022@qq.com,15694929999,2025-07-22,1.0,件,河北省衡水市景县百汇法兰,2026-07-28 15:09:27,2026-08-04 11:02:28
9871,双壁波纹管SN8高密度聚乙烯 6米 胶圈连接 建筑房地产适用物美价廉,产品特性：进口 否; 壁厚 3mm; 材质 聚乙烯; 公称外径 315mm; 公称压力 SN8MPa。,https://b2b.baidu.com/land?id=a71e1cba198ae16f094d5f2129ac2a3410,塑料管,波纹管,厦门添景新材料科技有限公司,30.00,人民币:元,福建省,厦门市,郑经理,1090361692@qq.com,18046327322,2025-07-22,1.0,米,福建省厦门市集美区集美区灌口镇,2026-07-28 15:09:27,2026-08-04 11:02:28
9872,竹节预应力塑料波纹管白色穿钢绞线塑料管执行新国标,产品特性：2.5mm; 用途 塑料管材排水穿线; 规格 50/55/60/6570/75/80/85/90/95/100/110/120; 颜色 白色竹节/黑色螺旋; 温度范围 常规。,https://b2b.baidu.com/land?id=53a63e77caf135a17f69b380d640cbd610,塑料管,波纹管,衡水市衡光工程橡塑有限公司,1.80,人民币:元,河北省,衡水市,张经理,1120414226@qq.com,18003388198,2025-07-22,1.0,件起,河北省衡水市深州市衡水市衡光工程橡塑有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
9873,远畅 大口径钢波纹管涵抗压排污水管道热镀锌重量轻钢管涵洞施工,产品特性：2米; 材质 Q235B; 仓库 标旺一号库; 加工服务 是; 质量等级 一级。,https://b2b.baidu.com/land?id=6644f579a990d3656b9804b71b8db20e10,塑料管,波纹管,河北远畅路桥工程材料有限公司,280.00,人民币:元,河北省,衡水市,王经理,124742355@QQ.com,13731356886,2025-07-22,1.0,米,河北省衡水市饶阳县瑞联工业园33号,2026-07-28 15:09:27,2026-08-04 11:02:28
9874,不锈钢金属波纹管 DN50mm法兰金属软管 科隆供应,产品特性：定制; 重量 20kg; 规格 3mm~150mm; 材质 304不锈钢; 外形分类 金属软管,https://b2b.baidu.com/land?id=5e0f9be19e5db3a6f3e08a74bfe59fcd10,塑料管,波纹管,衡水科隆橡塑科技有限公司,28.00,人民币:元,,,苏经理,912764139@qq.com,15233289911,2025-07-22,1.0,米,景县橡塑基地832号,2026-07-28 15:09:27,2026-08-04 11:02:28
9875,调节型通风蝶阀 电动矩形风门 烟道挡板门 多种材质,产品特性：支持加工定制 是; 是否进口 否; 包装规格 根据要求; 材质 不锈钢、碳钢、其他合金钢; 产地 泊头。,https://b2b.baidu.com/land?id=b29c9061b950ef1e2826683c9f95781c10,塑料管,波纹管,泊头市通用波纹管制造有限公司,180.00,人民币:元,河北省,沧州市,李宏文,botoutongyong@163.com,13393076149,2025-07-22,1.0,件,河北省沧州市泊头市通用波纹管,2026-07-28 15:09:27,2026-08-04 11:02:28
9876,桥梁预应力镀锌金属波纹管 规格齐全 支持定制 详情可咨询,产品特性：安达; 规格 内径35mm-500mm; 加工定制 是; 计重方式 理计; 产地 河北。,https://b2b.baidu.com/land?id=03fe17124f3684778636a908a66a056c10,塑料管,波纹管,任丘市安达路桥工程材料有限公司,3.00,人民币:元,任丘市,任丘市,刘经理,,13931780078,2025-07-22,1.0,米,任丘市北汉乡小李庄村,2026-07-28 15:09:27,2026-08-04 11:02:28
9877,包塑金属软管 穿线蛇皮管电线电缆保护套管 阻燃波纹管工厂,产品特性：开泰机电; 重量 5KG/盘; 直径 20; 规格 尺寸齐全; 管厚 可定制。,https://b2b.baidu.com/land?id=813524273e425a08b9f2bb301a868f1710,塑料管,波纹管,天津开泰机电有限公司,6.00,人民币:元,天津市,天津市,史总,sales1@kt-flex.com,13212111769,2025-07-22,1.0,件,天津市滨海新区塘沽新北路4668号(创新创业园4号厂房),2026-07-28 15:09:27,2026-08-04 11:02:28
9878,304不锈钢衬四氟金属软管 化工厂用 波纹编织 规格齐全 品质优良,产品特性：镀锌; 规格 80mm100，mm120mm150mm180mm200mm250mm300mm350mm400mm; 加工定制 是; 特点 耐腐蚀、柔性连接; 加工精度 微加工,https://b2b.baidu.com/land?id=6fc703cc439ec87aff3bbdd7e998527c10,塑料管,波纹管,衡水东达橡塑制品有限公司,22.00,人民币:元,,,经理,,18830836789,2025-07-22,1.0,米,景县景州镇小厂村,2026-07-28 15:09:27,2026-08-04 11:02:28
9879,双壁波纹管 恒工DN200SN8-800SN8小区下水道耐腐蚀,产品特性：恒工; 壁厚 0.5mm; 规格 国标规格; 颜色 黑色蓝条纹; 温度范围 国标。,https://b2b.baidu.com/land?id=c24354e475493bef1e34f964aa51fa4510,塑料管,波纹管,河南恒工新材料科技有限公司,128.10,人民币:元,河南省,洛阳市,张总,17633998607@wo.cn,17633998607,2025-07-22,10.0,米,河南省洛阳市西工区王城街道紫金城A-2389、A-2399号,2026-07-28 15:09:27,2026-08-04 11:02:28
9880,源翰机械 耐高压金属波纹管 螺母接头 耐高温法兰软连接 防鼠啃咬,产品特性：5mm~10mm; 连接方式 法兰连接; 外形分类 矩形; 品名 天然气可挠性金属软管; 抗压强度 42.0mpa。,https://b2b.baidu.com/land?id=9fd313d11d10914d503973f2f6fc59b210,塑料管,波纹管,沧州源翰机械设备有限公司,45.00,人民币:元,河北省,沧州市,刘经理,277275489@qq.com,19322678288,2025-07-22,1.0,件,河北省沧州市泊头市福星园,2026-07-28 15:09:27,2026-08-04 11:02:28
9881,TB通用型不锈钢波纹管 明码标价 公正透明 更多的优质产品选择,产品特性：广州华侨; 售卖地区 全国; 发货地 广州; 是否定制 是; 功能用途 隔振 降噪。,https://b2b.baidu.com/land?id=c74afa72c2c03a65d033e284da5d8aad10,塑料管,波纹管,广州华侨广振减振科技有限公司,180.00,人民币:元,广东省,广州市,范先生,407536489@qq.com,13710333159,2025-07-22,1.0,个,广东省广州市天河区吉邦科技园-2栋2栋216,2026-07-28 15:09:27,2026-08-04 11:02:28
9882,双壁波纹管 金禹塑业 支持定制 大口径排污管定做,产品特性：金禹塑业; 壁厚 5mm; 规格 DN400; 颜色 蓝黑/可定制; 温度范围 40℃。,https://b2b.baidu.com/land?id=470f20e48847ee467a02e2a4b22bd93e10,塑料管,波纹管,吉林省金禹塑胶管业有限公司,30.00,人民币:元,长春市,长春市,白经理,191543528@qq.com,13331656929,2025-07-22,1.0,米,长春市,2026-07-28 15:09:27,2026-08-04 11:02:28
9883,空调冷却塔填料 PVC材质波纹状 高温淋水散热片 降温冷水,产品特性：0.92; 含量 99％; 颜色 蓝色; 用途 空调冷却塔用; 加工定制 是。,https://b2b.baidu.com/land?id=0a2c5118ff868db65d25bb4a1431245910,塑料管,波纹管,河南崇轩净水材料有限公司,220.00,人民币:元,河南省,郑州市,李越洋,1073094038@qq.com,15890168773,2025-07-22,1.0,立方米,河南省郑州市巩义市明阳花园3号楼,2026-07-28 15:09:27,2026-08-04 11:02:28
9884,生产供应PTFE管波纹管透明热缩管 大口径绝缘套管 温度稳定,产品特性：苏穗; 规格 根据客户需求定制; 加工定制 是; 有效成分含量 咨询客服; 是否跨境出口专供货源 否。,https://b2b.baidu.com/land?id=74a9c877d8d2dc6b9f12d3a99354bd8410,塑料管,波纹管,无锡市苏穗氟塑料制品有限公司,10.50,人民币:元,江苏省,无锡市,滕再玲,wuxisusui@hotmail.com,15251423389,2025-07-22,50.0,件,江苏省无锡市锡山区锡山经济技术开发区春笋东路88号,2026-07-28 15:09:27,2026-08-04 11:02:28
9885,95*133型彩钢落水管 波纹雨水管矩形排水管屋面排水 胜博兴业,产品特性：彩钢、彩铝; 规格 95*133mm; 适用范围 屋面外墙排水; 应用场所 厂房、物流仓库; 产地 天津。,https://b2b.baidu.com/land?id=122ee1c0db291ded34ed5284f8f593c510,塑料管,波纹管,天津胜博兴业建材科技有限公司,20.00,人民币:元,天津市,天津市,郭总,senbotj@163.com,18222249199,2025-07-22,1.0,米,天津市津南区津南经济开发区（西区）香港街3号3号楼106-22,2026-07-28 15:09:27,2026-08-04 11:02:28
9886,垣悦 碳素波纹管 CFRP碳素管100 通信光缆保护管 PE电缆护套管,产品特性：支持加工定制 是; 是否进口 否; 壁厚 5mm; 材质 聚乙烯; 产品规格 100。,https://b2b.baidu.com/land?id=ea4bdded7e7a86be4c8d2930b6a92fd210,塑料管,波纹管,河北垣悦塑料制品有限公司,3.00,人民币:元,河北省,沧州市,姚经理,641602464@qq.com,19801879222,2025-07-22,1.0,件起,河北省沧州市河间市东方村,2026-07-28 15:09:27,2026-08-04 11:02:28
9887,HDPE预应力塑料波纹管 桥梁工程专用管 泰亚钢铁 支持加工定制,产品特性：0.25mm; 用途 高速，铁路桥梁，高城建筑; 颜色 白色; 加工定制 是; 温度范围 -20℃-80℃。,https://b2b.baidu.com/land?id=d3d7d043119cc8b2d7507be743fa51a010,塑料管,波纹管,衡水泰亚工程橡胶有限公司,2.50,人民币:元,河北省,衡水市,张海涛,13785820008@163.com,13785820008,2025-07-22,1.0,米,河北省衡水市桃城区祝葛店村一区39号,2026-07-28 15:09:27,2026-08-04 11:02:28
9888,塑料双螺杆造粒机 复合造粒挤出生产线 PP管材设备,产品特性：刀数量 8-10; 规格 150mm; 锅体容积 600lm³; 回旋直径 6; 机器中心高 2.5m。,https://b2b.baidu.com/land?id=81c100bd839af8bb61ed0ae47de2081510,塑料管,PP管,临沂浩盛环保设备科技有限公司,5000.00,人民币:元,山东省,临沂市,万总,1850715513@qq.com,13562926570,2025-07-22,1.0,台,山东省临沂市河东区临沂浩盛环保设备科技有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
9889,大口径塑料PP风管 聚丙烯材料空气管道 化工管道 厂家供货,产品特性：支持加工定制 是; 规格 可定制mm; 是否厂家 源头工厂; 弯曲强度 强; 可售卖地区 全国。,https://b2b.baidu.com/land?id=4d3f49b2f38ca4d8498a41817041bc8b10,塑料管,PP管,山东百诺橡塑制品有限公司,15.00,人民币:元,山东省,德州市,王经理,wsz19881025@163.com,13225340000,2025-07-22,10.0,米,山东省德州市德城区华耀城综合商贸城8栋,2026-07-28 15:09:27,2026-08-04 11:02:28
9890,山水环境 按需定制 活性炭环保箱 PP不锈钢 工业喷漆废气处理,产品特性：1000kg; 规格 多规格mm; 启燃温度 30℃; 产地 青岛; 处理浓度 500mg/L。,https://b2b.baidu.com/land?id=2bd5be26208d273c5954f4fe5ac4829b10,塑料管,PP管,青岛山水环境科技有限公司,5000.00,人民币:元,山东省,青岛市,丁湘梅,993782382@qq.com,13954226619,2025-07-22,1.0,台,山东省青岛市黄岛区东元路1199号,2026-07-28 15:09:27,2026-08-04 11:02:28
9891,鲁腾 烟气处理行业使用 pp湿电除尘器 货源充足 按需定制,产品特性：温度 26; 发货日期 自下单之日起三日内发货; 产品名称 钢渣湿电除尘; 空速 4600; 适用领域 岩棉行业使用。,https://b2b.baidu.com/land?id=e9f859695362ef50eb0ba98ad343d25f10,塑料管,PP管,山东鲁腾环境技术有限公司,2.30,人民币:元,山东省,潍坊市,刘总,18606369888@163.com,18606369888,2025-07-22,1.0,台,山东省潍坊市安丘市大汶河旅游开发区石灰埠村（恒日水泥公司北）,2026-07-28 15:09:27,2026-08-04 11:02:28
9892,立式耐酸碱化工泵 ZXCN槽内/外泵 可空转防爆液下泵防腐蚀PP塑料,产品特性：位置 中心; 材质 增强聚丙烯+玻璃纤维(FRPP); 电压 380V; 流量 175.5m³/h; 驱动方式 电机驱动。,https://b2b.baidu.com/land?id=124cc35556dfd59a0a21b13cd23b996610,塑料管,PP管,江苏振兴泵业有限公司,650.00,人民币:元,江苏省,常州市,史建平,jszxby@163.com,13801490809,2025-07-22,1.0,台,江苏省常州市溧阳市江苏振兴泵业溧阳市埭头工业园区东培路5号,2026-07-28 15:09:27,2026-08-04 11:02:28
9893,石化行业沼气处理 工艺成熟 不锈钢pp材质 络合铁脱硫设备,产品特性：浓度 50000ppmmg/L; 净化率 99％; 适用领域 厌氧 石化 油田; 还原方式 氧化; 占地面积 小。,https://b2b.baidu.com/land?id=7112275797882e551c864ec9cc371ed410,塑料管,PP管,清岚环保科技有限公司,8000.00,人民币:元,河北省,石家庄市,李经理,285996060@qq.com,13401165625,2025-07-22,1.0,套,河北省石家庄市裕华区天山科技工业园D座2909,2026-07-28 15:09:27,2026-08-04 11:02:28
9894,万水通 pp玻璃钢管 复合塑料缠绕管道 排污管 规格齐全 生产厂家,产品特性：绿色; 工艺 缠绕成型; 使用场所 市政、电力、石油、化工; 产品可售地 全国; 是否支持加工定制 是,https://b2b.baidu.com/land?id=1d649967d6ae94556e99a3d16b2c5c9110,塑料管,PP管,镇江市万水通塑胶管业有限公司,12.00,人民币:元,,,丁正根,2990316248@qq.com,13812358748,2025-07-22,1.0,米,政前路5号,2026-07-28 15:09:27,2026-08-04 11:02:28
9895,污水冷却塔网格填料厂815*815网格高温填料pp材质散热塔散热片,产品特性：聚丙乙烯; 用途范围 冷却塔; 规格 815*815; 加工定制 是; 储存要求 避光。,https://b2b.baidu.com/land?id=e6e85c0576ddb9c00394b9f573ee88d010,塑料管,PP管,枣强县金智玻璃钢制品有限公司,15.50,人民币:元,河北省,衡水市,张智,1399178813@qq.com,13031821688,2025-07-22,100.0,片,河北省衡水市枣强县恒力街-道路365号,2026-07-28 15:09:27,2026-08-04 11:02:28
9896,天凌环保 PP斜管沉淀池填料 六角蜂窝斜管填料 污水处理滤料,产品特性：0.9g/cm3kg/m³; 型号 TL-203; 颜色 白色; 产品名称 斜管填料; 类型 斜管填料。,https://b2b.baidu.com/land?id=7dc9e28531fd261e588de47b6b7f705d10,塑料管,PP管,江苏天凌环保设备有限公司,170.00,人民币:元,江苏省,无锡市,杨俊威,1715126371@qq.com,13584221858,2025-07-22,1.0,立方米,江苏省无锡市宜兴市翠溢环保科技宜兴市和桥镇中巷村云中组1号,2026-07-28 15:09:27,2026-08-04 11:02:28
9897,聚乙烯阻燃 煤仓衬板 超高分子量PE板 可焊接高密度hdpe UPE塑料板,产品特性：支持加工定制 是; 规格 50mm; 有效成分含量 98％; 颜色 黑色，白色; 用途 主要应用于煤矿煤仓内衬板，商砼搅拌站料仓衬板，。,https://b2b.baidu.com/land?id=fd6a54b6424603d9476f3495174dd51e10,塑料管,PP管,德州君文耐磨材料有限公司,8.90,人民币:元,山东省,德州市,孙经理,467237657@qq.com,15266959990,2025-07-22,10.0,千克,山东省德州市宁津县大曹村,2026-07-28 15:09:27,2026-08-04 11:02:28
9898,可空转立式槽内泵 耐腐蚀耐酸碱液下泵 PP塑料喷淋塔电镀防爆 可加长,产品特性：380V; 是否支持加工定制 是; 泵轴位置 水品中心; 材质 PP聚丙烯; 流量 100m³/h。,https://b2b.baidu.com/land?id=133a3ec3729ed3e957924656c9e08f1e10,塑料管,PP管,江苏华翰环保科技有限公司,850.00,人民币:元,江苏省,常州市,余银浩,798197545@qq.com,18015866658,2025-07-22,1.0,台,江苏省常州市武进区华翰泵阀制造公司新生路30号,2026-07-28 15:09:27,2026-08-04 11:02:28
9899,生化行业卧式储罐SY91108 化工PPH存储罐 聚丙烯无缝焊接PP贮罐,产品特性：材料 聚丙烯PP材料; 壁厚 10-20mm; 功率 220HZW; 口径 φ100-φ1000mm; 容积 0.05-2m³,https://b2b.baidu.com/land?id=056a0d087acc038f81491e39e2eb109910,塑料管,PP管,太仓市双益化工防腐设备有限公司,3400.00,人民币:元,,,陈先生,342123557@qq.com,13862281244,2025-07-22,1.0,套,直水路28号,2026-07-28 15:09:27,2026-08-04 11:02:28
9900,台亚环保 废气除尘塔 洗涤塔公司 1万风量pp喷淋塔,产品特性：支持加工定制 是; 处理浓度 60mg/L; 电压 220V; 功率 2.2W; 净化率 90％。,https://b2b.baidu.com/land?id=c464e958928eb490a8d71b7ae1b2ad6e10,塑料管,PP管,昆山市张浦镇台亚环保机械设备制造厂,1500.00,人民币:元,江苏省,连云港市,王加杨,3101058404@qq.com,18913264555,2025-07-22,1.0,台,江苏省连云港市灌云县圩丰镇工业集中区南园,2026-07-28 15:09:27,2026-08-04 11:02:28
9901,培养皿表面活化等离子清洗机 PP等塑料UV打印前表面处理 提升粘接性,产品特性：支持加工定制 是; 是否进口 否; 电源 220V; 功率 1000W; 类别 表面清洗设备。,https://b2b.baidu.com/land?id=0f5a65ce85440bde5c1a642c4c2d2adb10,塑料管,PP管,深圳市诚峰智造有限公司,16.80,人民币:元,广东省,深圳市,黄小姐,2441207144@qq.com,13632682154,2025-07-22,1.0,台,广东省深圳市宝安区深圳市诚峰智造有限公司广东省深圳市宝安区松岗街道沙浦社区松江路6号满京华·科创工坊（三栋）1303,2026-07-28 15:09:27,2026-08-04 11:02:28
9902,冷却塔填料 S波 横流塔 逆流塔 圆塔PP 斜折波PVC 亲水面积大1000*500mm,产品特性：支持加工定制 是; 颜色 可定制; 名称 填料; 规格 1000*500mm; 用途 工业。,https://b2b.baidu.com/land?id=8f5e93ae54a93964c972da4afcf6e6b210,塑料管,PP管,河北泷沁科技开发有限公司,118.00,人民币:元,河北省,衡水市,张经理,376693908@qq.com,18831800818,2025-07-22,1.0,立方米,河北省衡水市枣强县大桃园村村北,2026-07-28 15:09:27,2026-08-04 11:02:28
9903,挤出机模头液压换网器-PP熔喷布双柱塞不停机换网过滤器,产品特性：支持加工定制 是; 加热功率 27.8KW; 生产能力 1000-2600Kg/H; 产品名称 双柱换网器; 规格型号 ZB-DP-2E-910。,https://b2b.baidu.com/land?id=0db7eb36b086e4062d3696885603df7810,塑料管,PP管,郑州巴特熔体泵有限公司,2.80,人民币:元,河南省,郑州市,付经理,sale@batte.cn,15838331071,2025-07-22,1.0,件,河南省郑州市中原区河南省国家大学科技园研5B座1009室,2026-07-28 15:09:27,2026-08-04 11:02:28
9904,鑫昆达供应 酸雾除臭净化器 PP喷淋塔厂家 满足规格需求订做,产品特性：鑫昆达; 除尘率 高; 优势 耐酸碱耐腐蚀; 发货地 重庆; 加工定制 是。,https://b2b.baidu.com/land?id=dee04e58ec350ad85c2b453cebc8339e10,塑料管,PP管,重庆鑫昆达塑料制品有限公司,4500.00,人民币:元,重庆市,重庆市,李先生,601137406@qq.com,18580067000,2025-07-22,1.0,套,重庆市九龙坡区重庆鑫昆达塑料制品有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
